Pallet#,Lab,Lab Srt,Label Name,Cntr,Cntr Srt,Container Desc,Pack,Pack Srt,Pack Desc,Var,Variety Desc,Ran,Ran Srt,Ranch Name,Blk,Pick Date,YTD Pick,Batch,Swampers,Crew,Cld Stg,QUALITY CODE,Var Srt,Crw Srt,REC ADDED,REGION,BATCH SEQ
182974,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10764,98000000,446,0, Z,SPK,PU,2024-08-14-15.20.33.050000,H,10
182975,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.051000,H,1
182976,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.051000,H,2
182977,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.052000,H,3
182978,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.052000,H,4
182979,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,446,0, Z,SPK,PU,2024-08-14-15.20.33.052000,H,5
182980,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,446,0, Z,SPK,PU,2024-08-14-15.20.33.052000,H,6
182981,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,446,0, Z,SPK,PU,2024-08-14-15.20.33.052000,H,7
182982,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,446,0, Z,SPK,PU,2024-08-14-15.20.33.052000,H,8
182983,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.052000,H,9
182984,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,37,H,LEVERENZ RANC,5,2024-08-14,.0,10765,98000000,330,0, Z,SPK,EL,2024-08-14-15.20.33.053000,H,10
182985,144,SV-S,SV SO2 PAD,51,WPLS,PLASTIC BOX,424,LG20,LGUSSET-20,157,SCARLET ROYAL,54,,FDIC,15,2024-08-14,35.0,50481,12000000,440,3,2Z,SCR,HP,2024-08-14-15.20.33.053000,S,1
182986,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,41398,22216000,530,9, Z, SB,RB,2024-08-14-15.30.33.031000,S,1
182987,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,41398,22216000,530,9, Z, SB,RB,2024-08-14-15.30.33.031000,S,2
182988,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23426,79230000,530,9, Z, SB,RB,2024-08-14-15.40.33.031000,S,1
182989,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23426,79230000,530,9, Z, SB,RB,2024-08-14-15.40.33.031000,S,2
182990,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23426,79230000,530,9, Z, SB,RB,2024-08-14-15.40.33.031000,S,3
182991,99,NL,NO LABEL,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,241,STELLA BELLA/SV,54,,FDIC,3,2024-08-14,.0,23426,79230000,530,9, Z, SB,RB,2024-08-14-15.40.33.032000,S,4
182992,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,3.0,50567,12000000,440,0,2Z,TMP,HP,2024-08-14-15.40.33.032000,S,1
182993,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,44.0,50567,12000000,440,0,2Z,TMP,HP,2024-08-14-15.40.33.032000,S,2
182994,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,55.0,50567,12000000,440,0,2Z,TMP,HP,2024-08-14-15.40.33.032000,S,3
182995,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,1
182996,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,2
182997,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,3
182998,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,4
182999,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,5
183000,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,41617,87000000,562,0,2X,SPK,BL,2024-08-14-15.40.33.032000,R,6
183001,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41618,87000000,508,0,2Z, SB,NL,2024-08-14-15.40.33.032000,R,1
183002,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41618,87000000,508,0,2Z, SB,NL,2024-08-14-15.40.33.032000,R,2
183003,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,1
183004,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.032000,R,2
183005,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.033000,R,3
183006,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.033000,R,4
183007,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.033000,R,5
183008,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.033000,R,6
183009,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2Z,SPK,BL,2024-08-14-15.40.33.033000,R,7
183010,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,117, RAN,MERCED AVENUE,8,2024-08-14,.0,10887,87000000,562,0,2X,SPK,BL,2024-08-14-15.40.33.033000,R,8
183011,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23500,146192000,250,9,2Z, SB,DA,2024-08-14-15.50.33.036000,S,1
183012,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23500,146192000,250,9,2Z, SB,DA,2024-08-14-15.50.33.037000,S,2
183013,156,NL-S,NL S02 PAD,41,ST24,STYRO24,288,LS19,LINER-SB-19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23500,146192000,250,9,2Z, SB,DA,2024-08-14-15.50.33.037000,S,3
183014,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23500,146192000,250,9,2X, SB,DA,2024-08-14-15.50.33.037000,S,4
183015,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,54,,FDIC,11,2024-08-14,.0,23500,146192000,250,9,2X, SB,DA,2024-08-14-15.50.33.037000,S,5
183020,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,55.0,50568,12000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.037000,S,1
183021,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,4,2024-08-14,55.0,50568,12000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.037000,S,2
183022,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23352,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.037000,S,1
183023,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23352,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.037000,S,2
183024,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23352,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.037000,S,3
183025,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23352,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.037000,S,4
183026,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,55.0,44465,10000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.037000,S,1
183027,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,55.0,44465,10000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.037000,S,2
183028,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2Z,SPK,NZ,2024-08-14-15.50.33.038000,S,1
183029,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2Z,SPK,NZ,2024-08-14-15.50.33.038000,S,2
183030,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2Z,SPK,NZ,2024-08-14-15.50.33.038000,S,3
183031,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2Z,SPK,NZ,2024-08-14-15.50.33.038000,S,4
183032,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2Z,SPK,NZ,2024-08-14-15.50.33.038000,S,5
183033,13,SVO,SV-ORGANIC*,36,CB24,C/B 16X24,241,SV19,SUNVIEW ZIP,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23402,244000000,874,9,2X,SPK,NZ,2024-08-14-15.50.33.038000,S,6
183034,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41618,87000000,508,0,2Z, SB,NL,2024-08-14-15.50.33.038000,R,1
183035,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41618,87000000,508,0,2Z, SB,NL,2024-08-14-15.50.33.038000,R,2
183036,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23351,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.038000,S,1
183037,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23351,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.038000,S,2
183038,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23351,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.038000,S,3
183039,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23351,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.038000,S,4
183040,90,NLOG,NL-ORGANIC*,92,TOTE,FIELD TOTE,500,D00,NO WEIGHT TOT,277,SPARKLE/SV28-10,54,,FDIC,12,2024-08-14,.0,23351,244000000,452,9, Z,SPK,JZ,2024-08-14-15.50.33.038000,S,5
183041,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,55.0,38807,10000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.039000,S,1
183042,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,2,2024-08-14,55.0,38807,10000000,440,0,2Z,TMP,HP,2024-08-14-15.50.33.039000,S,2
183043,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,5,2024-08-14,50.0,50400,12000000,440,3,2Z,TMP,HP,2024-08-14-15.50.33.039000,S,1
183044,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,5,2024-08-14,84.0,50400,12000000,440,3,2Z,TMP,HP,2024-08-14-15.50.33.039000,S,2
183045,144,SV-S,SV SO2 PAD,84,WPSO,WPSO SV,307,LF20,LINER FPGB-20,264,TIMPSON (tm),24,,TEJON RANCH,5,2024-08-14,84.0,50400,12000000,440,3,2Z,TMP,HP,2024-08-14-15.50.33.039000,S,3
183046,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41496,87000000,508,0,2X, SB,NL,2024-08-14-15.50.33.040000,R,1
183047,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,55.0,50401,12000000,440,3,2Z,TMP,HP,2024-08-14-15.50.33.040000,S,1
183048,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,55.0,50401,12000000,440,3,2Z,TMP,HP,2024-08-14-15.50.33.040000,S,2
183049,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,1
183050,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,2
183051,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,3
183052,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,4
183053,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,5
183054,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,6
183055,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,7
183056,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,8
183057,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-15.50.33.040000,R,9
183058,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2X, SB,NC,2024-08-14-15.50.33.040000,R,10
183055,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.031000,R,7
183056,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,8
183057,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,9
183058,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41494,87000000,396,0,2X, SB,NC,2024-08-14-16.00.33.032000,R,10
183059,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,55.0,50402,12000000,440,3,2Z,TMP,HP,2024-08-14-16.00.33.032000,S,1
183060,144,SV-S,SV SO2 PAD,97,CBCM,2LYR C/S MAXG,475,WX20,1X20 WW,264,TIMPSON (tm),24,,TEJON RANCH,3,2024-08-14,55.0,50402,12000000,440,3,2Z,TMP,HP,2024-08-14-16.00.33.032000,S,2
183061,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,1
183062,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,2
183063,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,3
183064,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,4
183065,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,5
183066,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,6
183067,139,SVOC,SV-ORGANIC*,36,CB24,C/B 16X24,441,GR19,GREENWISE,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41504,87000000,396,0,2Z, SB,NC,2024-08-14-16.00.33.032000,R,7
183068,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41503,87000000,508,0,2Z, SB,NL,2024-08-14-16.00.33.032000,R,1
183069,38,SVC,SUNVIEW,36,CB24,C/B 16X24,411,CS19,CL SL GU BG19,241,STELLA BELLA/SV,117, RAN,MERCED AVENUE,10,2024-08-14,.0,41503,87000000,508,0,2Z, SB,NL,2024-08-14-16.00.33.033000,R,2
183075,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.00.33.033000,S,1
183076,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.00.33.033000,S,2
183077,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.00.33.033000,S,3
183078,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.00.33.033000,S,4
183079,99,NL,NO LABEL,92,TOTE,FIELD TOTE,194,D20,DRUM-20,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2X,SCR,GS,2024-08-14-16.00.33.033000,S,5
183075,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.10.33.036000,S,1
183076,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.10.33.036000,S,2
183077,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.10.33.036000,S,3
183078,153,NLRS,NL RED S02PAD,41,ST24,STYRO24,492,LV19,LINER SV BAG,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2Z,SCR,GS,2024-08-14-16.10.33.037000,S,4
183079,99,NL,NO LABEL,92,TOTE,FIELD TOTE,194,D20,DRUM-20,157,SCARLET ROYAL,54,,FDIC,21,2024-08-14,.0,41911,90227000,780,9,2X,SCR,GS,2024-08-14-16.10.33.037000,S,5
